20
130 11
6012 7957 1
9292 9398 1
5874 6364 1
4191 7369 1
5255 6588 1
8077 8443 1
2687 7753 1
1265 5593 1
5949 9167 1
3089 5732 1
2512 6830 1
5501 9051 1
2869 8756 1
3277 4051 1
708 6495 1
8436 9843 1
2194 9793 1
6638 7813 1
1825 1910 1
5807 8465 1
1356 2290 1
2109 7673 1
6894 9193 1
653 1627 1
6696 9486 1
6283 7539 1
2968 5373 1
1814 4544 1
2650 9297 1
3181 7803 1
1467 3758 1
1659 3855 1
1610 4680 1
243 9442 1
4377 4879 1
5811 8149 1
3059 6726 1
900 7838 1
3991 6888 1
3128 3509 1
5498 9916 1
4274 6511 1
6644 7097 1
1898 2954 1
813 1750 1
1077 2790 1
3520 8049 1
7115 8244 1
3502 3793 1
3807 5305 1
1688 2124 1
6569 9568 1
4266 4974 1
3504 5988 1
3494 5114 1
4301 9935 1
635 4399 1
1818 1870 1
5461 6009 1
662 2409 1
5228 5248 1
2145 4614 1
709 4293 1
4837 7038 1
6443 7468 1
7996 8035 1
4614 9468 1
2207 3733 1
7287 8456 1
908 6179 1
229 7850 1
1210 7154 1
2400 9941 1
8874 9474 1
2507 6481 1
622 4204 1
447 8631 1
609 7502 1
4350 9537 1
7389 9711 1
340 8618 1
5263 6321 1
584 3502 1
3060 7783 1
1672 4146 1
724 7735 1
8567 9801 1
523 6332 1
2086 2585 1
3846 4786 1
2388 6669 1
3470 4525 1
2696 3958 1
3897 6041 1
419 4370 1
3961 8407 1
8310 9168 1
235 2595 1
3534 6395 1
1434 5482 1
1609 6446 1
1799 7160 1
4492 8959 1
2995 8950 1
4384 6907 1
5358 6070 1
3152 9148 1
2832 8438 1
1767 5798 1
4588 6352 1
8900 9881 1
6 1126 1
8230 8946 1
2582 3353 1
933 7633 1
1059 8113 1
5757 9109 1
2867 9630 1
156 8038 1
2216 9293 1
2230 7934 1
94 6816 1
6357 7295 1
3899 6174 1
28 2390 1
3718 8479 1
3212 6068 1
114 1774 1
326 2263 1
4285 7960 1
3431 3998 1
7167 7300 1
6600 6703 1
7446 8457 1
1905 6834 1
3248 5236 1
3743 7523 1
6692 7779 1
4371 6102 1
371 9826 1
2623 8272 1
2532 2815 1
3568 9314 1
2672 5609 1
4014 4735 1
133 3165 1
2066 8083 1
612 4086 1
2899 3438 1
2369 2455 1
7179 7237 1
1473 6926 1
215 520 1
6886 8569 1
2895 6277 1
7673 8841 1
1286 6295 1
2502 6506 1
1603 4278 1
0 6772 1
4734 8111 1
4218 8648 1
536 9076 1
3602 7884 1
3925 9003 1
6510 8046 1
3267 4879 1
2420 4778 1
2925 9054 1
7603 8904 1
9657 9977 1
1362 8475 1
2192 2812 1
2202 6665 1
684 5239 1
1662 5992 1
1644 5043 1
2165 5504 1
1987 7114 1
377 879 1
8106 8339 1
3866 4667 1
1068 6136 1
2090 6183 1
4437 9328 1
5381 6294 1
909 8650 1
3563 7496 1
2922 7806 1
604 1168 1
4274 9137 1
2185 8599 1
727 4374 1
401 3705 1
3099 4281 1
1671 7786 1
5299 5753 1
2179 5560 1
2674 9881 1
639 7888 1
7307 7677 1
8095 9956 1
3405 7228 1
4291 8907 1
6468 8761 1
5863 8555 1
1861 7630 1
5092 8845 1
5686 9548 1
672 863 1
2958 5890 1
822 5681 1
5525 9299 1
5855 8023 1
6512 9380 1
1230 6479 1
2475 5490 1
1568 5246 1
4112 5789 1
971 9795 1
815 8385 1
6805 8854 1
4823 9522 1
9355 9485 1
1078 5669 1
1117 4643 1
2710 9919 1
987 6179 1
4814 7330 1
4909 9139 1
3616 6044 1
258 1414 1
3843 4399 1
6380 8189 1
1752 4299 1
4147 4338 1
1171 8239 1
7937 8068 1
6917 9280 1
129 6
5252 7258 6
771 1595 3
1114 8944 1
2390 7519 3
3592 4115 5
802 2035 1
3065 3611 2
7246 7300 5
3192 7394 3
2613 6888 5
127 5327 4
3130 3689 2
4645 5666 5
2411 6382 2
4298 7816 3
2520 9601 6
4310 9563 6
287 4837 1
2346 6205 6
3684 7585 1
2832 8142 3
4075 7957 1
9 8386 2
2214 7038 3
2915 8717 3
7788 8175 5
4489 9861 2
369 2982 3
2169 7444 2
628 4773 2
5707 9907 3
2632 8905 2
7892 9648 3
3712 7400 1
5344 9647 6
741 2867 2
389 3143 5
3557 4251 5
559 5304 4
1813 9399 1
6449 7973 2
58 6010 5
359 1525 5
496 1591 4
1953 4848 1
1130 2050 4
7087 8216 2
1595 6645 5
3192 3775 3
5072 8913 2
5730 7675 4
2052 7677 2
3638 7562 6
113 7140 6
2943 9124 1
5312 8735 3
3035 4719 3
2235 4145 3
2435 6101 3
5816 6205 6
6789 7158 6
645 5372 4
4384 6877 1
652 4284 4
5674 7357 1
4998 9270 2
514 2722 3
2740 5238 5
501 6318 1
6071 9810 5
4047 9855 1
939 985 1
4027 9222 5
4908 7179 6
2068 6641 4
8057 9688 5
1583 1640 1
1895 7908 2
4464 7832 5
3041 8855 6
3338 6813 5
4630 5999 3
8553 9106 1
1091 1314 4
3324 6485 2
4971 6749 5
20 6777 1
8007 8615 4
7586 9978 3
3737 9769 4
2785 8188 6
5942 9929 6
3193 3906 3
1759 5226 4
7775 7936 2
3538 5400 5
5685 8074 2
722 3822 6
1421 8964 3
4155 6683 3
1727 5920 4
7070 9136 3
8523 9256 4
1609 5033 6
2391 9909 2
5898 8088 2
2617 7748 4
1644 2286 6
2409 5709 2
8767 9576 3
5679 9960 2
1714 5807 2
8468 8993 3
2994 3911 4
5680 9957 5
8444 9812 6
7265 7495 5
4754 7111 2
1400 1418 5
3799 5076 5
49 7841 1
5095 6941 5
382 2559 1
8839 9707 6
9155 9668 2
1814 2170 5
1 8592 6
5991 6415 2
640 5943 5
343 21
5105 9584 3
928 5348 13
1399 1608 3
2632 7034 3
1714 8811 10
3116 8548 20
1901 5198 17
1387 8497 8
3062 6437 19
8346 9882 15
5918 7478 14
1429 8539 11
983 4959 19
4059 5676 11
4697 8149 13
7144 8387 18
6038 7349 18
653 8149 2
8781 9023 6
1413 1421 9
2831 3374 5
1568 4308 20
2959 7973 21
178 6614 17
1727 4690 13
6121 7921 21
813 5952 11
705 4573 9
4491 6347 16
535 9423 15
5414 7380 6
4996 7062 14
4223 5477 2
3828 5437 13
5412 7298 9
2792 8317 4
7360 9561 4
1788 5149 2
3741 8791 8
1767 6844 8
2813 5261 16
7302 9479 1
5699 7121 18
4636 6512 5
7101 8881 2
3209 6713 14
7760 9405 8
5017 9404 16
563 1285 5
2881 5890 20
1627 7573 6
4626 9636 17
410 9171 4
2337 4560 8
1516 5389 9
607 1254 3
5843 9114 17
3869 5703 21
4120 9665 9
3556 3754 17
2882 6198 12
626 9285 19
7993 9502 19
4098 8207 14
5391 6654 9
2163 7824 13
1936 4543 4
6695 7764 5
1326 6489 12
7447 8652 10
2856 5230 6
2621 7726 1
414 8795 20
1386 9741 15
4886 8838 19
3547 6439 17
512 1610 15
7939 9440 21
1793 6988 9
1564 6449 17
1558 3944 3
2678 8690 5
832 5201 19
5465 8149 6
753 7053 13
798 4262 10
3541 6712 1
4221 7291 11
985 8389 21
5144 5150 1
7710 9207 1
4314 6956 5
1891 3591 13
6294 7967 18
841 7560 9
4001 4215 21
1312 2380 21
2152 7922 14
229 4096 4
5834 6694 2
5384 5507 5
327 3973 16
3308 9207 8
2943 8302 20
2399 5211 2
1902 8970 17
1845 7086 1
5511 5695 19
2039 4042 9
2331 8412 19
2540 9420 9
1658 6734 13
1515 2851 12
1991 5428 7
2521 4287 1
5754 6279 18
607 633 6
1386 8269 20
891 9577 15
3791 9758 7
958 6197 15
1421 2233 12
4762 8832 1
2316 2459 20
4904 8974 11
241 3003 1
3164 9719 16
316 710 3
9097 9708 9
3126 5788 19
2931 8398 4
6031 6710 10
1113 7657 4
1872 8080 5
991 5150 15
3222 9405 5
895 1950 21
6882 9344 11
8610 9125 3
2123 5994 12
7425 7959 6
6121 8895 2
75 1168 20
6869 9677 2
1522 3773 18
380 3709 1
4432 6864 11
837 4488 4
3546 3596 1
5702 9064 8
2276 5531 15
5015 8870 4
5045 6643 6
490 5545 20
2490 4853 4
7734 8143 10
3004 9471 21
262 2409 14
582 1844 7
915 1445 2
750 1425 20
3138 6125 11
2425 4886 3
837 5827 7
6201 8230 9
7783 9601 1
4694 7441 15
7250 9258 13
8076 9123 13
1468 8186 2
952 7324 5
2552 2987 13
11 8305 12
741 6706 14
543 8221 21
978 3043 14
3687 9781 7
5038 8937 7
3088 9106 3
2181 5975 1
4545 9444 16
6791 9684 15
2142 2400 9
6825 9876 17
1327 7189 7
4129 6974 11
5366 6353 19
400 2677 9
9061 9718 16
1652 2415 11
5111 9354 12
911 1459 2
6579 9400 8
3643 4258 16
7031 7962 15
1571 6634 19
2843 5854 4
301 7533 1
588 1089 12
2085 3504 18
640 4582 18
2298 6059 9
2502 9415 2
2435 8682 2
241 1229 15
268 7304 8
8763 9381 9
9218 9293 1
3350 5903 19
763 1662 4
3761 9707 8
5379 6705 3
3117 9202 11
7998 9705 21
2186 3417 17
5556 9790 7
6934 8211 21
14 1233 11
4261 5138 3
2701 3881 5
163 1156 3
1892 8464 8
5444 8925 16
8902 9026 19
3787 4365 17
1223 1866 7
8086 8844 21
360 9080 10
2210 9847 5
0 5719 4
7134 7916 8
926 7617 12
474 3713 8
3877 8254 12
4989 9143 6
971 6410 7
4090 9764 7
6664 8588 3
208 7855 11
1315 4447 14
8631 9302 8
6115 8911 19
6078 7250 2
8880 9047 8
7430 8996 17
612 2271 5
2083 5520 4
5726 8919 10
360 8084 10
3653 5378 12
4110 8616 6
7621 8874 11
4290 8536 5
691 3279 13
1555 2000 12
2443 9851 3
610 4132 21
6497 8579 9
906 8407 17
625 9887 17
4299 8815 16
4135 9143 8
5165 7469 15
421 8915 14
2262 5955 6
1997 6661 16
6729 8530 15
175 235 15
3969 6149 12
4975 9373 15
6791 7583 16
171 5796 7
4004 5097 21
543 6882 14
5279 8467 20
5418 7057 13
2976 4980 4
335 3778 16
5886 8415 1
2458 7901 11
1973 2390 11
4686 9079 21
6786 9677 6
4165 9644 15
1131 6872 7
6303 8934 7
543 1105 18
4957 8847 1
1607 5546 14
502 8355 7
1978 6528 19
503 3922 12
4669 6847 13
3630 5655 18
5224 7942 12
1233 7030 16
3060 9879 16
2478 2803 3
828 4763 19
1116 8680 10
4035 9729 17
2645 4340 12
2491 6939 12
864 3742 10
5732 5800 11
2234 7713 15
5537 8580 15
3071 9198 3
219 4284 18
2856 9627 15
6278 9131 14
3907 6932 7
2819 7837 18
1158 4238 16
5991 6055 4
2343 3241 2
7980 9273 13
7463 8051 10
3415 8291 7
7869 9088 8
2033 6555 7
1582 7476 4
2408 2913 19
2479 4845 6
911 6810 7
2449 3832 7
4761 9046 9
3991 9954 11
5086 9376 11
117 426 21
5088 6867 4
4713 6019 21
300 1165 1
1464 2247 8
829 9510 18
245 5186 11
3615 9461 14
5477 5726 6
2356 3788 20
4576 7872 12
3740 9634 13
3749 6505 19
2045 3849 12
303 1
6527 8255 1
6616 6727 1
6979 7260 1
1005 1033 1
1078 2118 1
1218 8315 1
503 722 1
9162 9178 1
4855 7359 1
6678 8357 1
2265 4540 1
2604 4245 1
1159 2547 1
1929 8373 1
2362 9301 1
46 4810 1
2735 3288 1
6737 8486 1
849 6877 1
1329 2140 1
3841 9604 1
837 3818 1
1749 9864 1
2175 8319 1
3984 4716 1
584 2956 1
2825 8144 1
7554 8151 1
4135 6082 1
2950 8203 1
8437 9043 1
661 5009 1
1323 9387 1
1450 7612 1
1434 8703 1
1453 3066 1
331 7337 1
4365 7115 1
2887 8452 1
1317 7918 1
2544 7664 1
624 4139 1
5066 8931 1
1001 3626 1
5556 6205 1
8606 8796 1
2027 4659 1
6931 7152 1
4980 7818 1
2040 8074 1
1059 5217 1
282 3147 1
2315 4904 1
6695 8481 1
4719 5577 1
3519 9540 1
8258 8626 1
2409 2582 1
3262 3719 1
3165 4037 1
5684 7657 1
2360 9778 1
7069 9929 1
1370 9776 1
7226 8714 1
3674 8661 1
3849 4795 1
2376 5236 1
3337 8648 1
5230 8956 1
1954 7943 1
559 9156 1
8017 9401 1
5634 7211 1
1157 7364 1
7552 8850 1
3877 4623 1
3233 4107 1
3270 3305 1
6162 9507 1
4863 7348 1
6647 9817 1
2819 4499 1
253 9699 1
488 3650 1
5521 6045 1
114 6675 1
875 5121 1
8424 8559 1
6143 7295 1
1159 7937 1
4340 9606 1
2360 6293 1
953 1650 1
5283 6071 1
1081 2212 1
4496 6029 1
1887 6242 1
1486 1502 1
71 3721 1
177 716 1
2354 9361 1
2088 2987 1
2840 5048 1
1783 2805 1
8235 9122 1
6239 9827 1
2357 7333 1
297 2752 1
5091 9947 1
406 6300 1
6645 7340 1
9498 9752 1
7850 9029 1
2003 7609 1
1095 9572 1
925 5800 1
5792 8869 1
1660 3862 1
885 2068 1
429 3391 1
121 2083 1
5984 7142 1
1105 8080 1
5473 9057 1
317 4344 1
4866 7598 1
2993 8656 1
2693 9554 1
2043 3603 1
8817 9228 1
8794 9513 1
9070 9096 1
1639 4524 1
2133 3653 1
6887 9717 1
636 8516 1
867 4626 1
2282 6833 1
5475 9557 1
2931 9277 1
84 7486 1
5751 9313 1
5289 6767 1
1644 7133 1
1356 1588 1
7535 9633 1
4745 8897 1
159 6066 1
2048 6102 1
5011 9521 1
3422 3700 1
38 1358 1
300 8574 1
6793 9437 1
3753 5489 1
432 2487 1
1526 5273 1
1560 9750 1
57 2185 1
379 3721 1
3748 6586 1
3515 6015 1
6578 9648 1
4846 9289 1
3360 6529 1
5611 7953 1
2551 4964 1
6829 9433 1
1691 7128 1
4745 4999 1
5752 8725 1
3873 7410 1
995 5861 1
730 9479 1
438 2992 1
2420 7544 1
1963 9657 1
4479 7599 1
7625 8281 1
3561 6956 1
2625 8151 1
3155 6240 1
6863 8947 1
6166 8431 1
2152 9973 1
5407 5937 1
117 1235 1
979 3109 1
19 2552 1
3119 9711 1
8624 8705 1
295 1218 1
321 8136 1
7955 8161 1
95 8712 1
7561 9484 1
7712 8185 1
275 7424 1
9371 9457 1
3480 4805 1
3119 3329 1
4572 8764 1
1399 9552 1
2550 7981 1
934 8247 1
334 2619 1
2965 7712 1
6482 8449 1
1735 8528 1
3748 6374 1
2118 6317 1
2206 9794 1
1597 6303 1
5 2903 1
2493 7413 1
5264 9374 1
5402 9712 1
6812 7454 1
6433 7387 1
3690 4557 1
3321 8255 1
6567 8216 1
6030 6880 1
6606 8674 1
4896 8012 1
301 5155 1
5091 6157 1
971 8687 1
3193 8829 1
4958 8937 1
5434 7210 1
486 5578 1
5407 8849 1
4236 5427 1
8021 8801 1
1274 4465 1
3945 6132 1
5077 6077 1
7238 7543 1
2458 8212 1
1593 4564 1
1458 1505 1
9339 9710 1
3553 7489 1
2101 9629 1
1949 9033 1
4558 8026 1
3942 7641 1
6368 7495 1
6389 9013 1
5737 8306 1
1038 6432 1
1506 3910 1
8990 9178 1
5610 9469 1
896 2600 1
1747 7492 1
2055 8752 1
1653 9486 1
2145 3863 1
4329 5785 1
3336 5988 1
5127 6147 1
2101 6278 1
4077 5333 1
1679 7732 1
2429 6525 1
1753 9028 1
573 9745 1
4142 9085 1
3634 6397 1
1838 9291 1
4353 6775 1
7755 8189 1
4465 6158 1
3716 6841 1
4421 7394 1
2400 4697 1
377 7329 1
4272 6391 1
1823 7654 1
123 4343 1
2070 2351 1
1996 4647 1
1701 3720 1
2164 5312 1
6223 7465 1
952 2946 1
823 1850 1
1148 3106 1
1668 5286 1
2752 4606 1
2080 6804 1
2520 4256 1
6491 9777 1
1930 5952 1
2684 8233 1
93 2940 1
7382 9455 1
437 5847 1
2306 2859 1
8274 9851 1
432 6
3099 7967 5
4723 7356 6
6342 8062 5
1403 6371 6
7 8106 6
6622 9820 5
1061 7227 1
5698 9449 3
3609 5169 5
2273 8330 3
764 4809 4
2587 4277 2
1050 7580 2
7993 8526 4
723 3170 6
3528 3556 3
7322 9094 1
4852 9467 3
448 1361 6
4276 9552 3
2364 8205 2
1399 4288 4
8643 8945 5
6245 7790 1
3714 6510 6
2195 4204 3
3852 6484 1
1101 7683 6
3128 7873 6
1546 7753 1
2344 4865 1
6681 8425 4
3566 4216 1
7315 8440 1
1195 7374 3
3431 8234 5
1552 8136 1
1663 8058 5
5416 9586 3
1617 8793 5
3557 5372 6
8945 9657 2
995 1572 5
2023 7261 6
3870 5029 2
1047 5109 2
4864 5979 5
1502 6943 4
1738 8092 1
93 8966 3
2506 3831 5
560 3356 2
1491 4132 6
433 7998 1
6662 9621 2
1763 8747 3
5351 7072 1
1097 1372 4
6933 7666 5
5299 7627 3
8285 9281 1
3502 7241 4
599 1470 2
472 5612 5
2522 7444 3
110 9363 3
6619 7930 4
4205 8614 3
2785 8486 3
286 9667 6
644 4436 5
717 6547 5
4504 8640 5
1654 9225 5
6209 8893 3
838 1489 2
5155 8496 1
6012 7301 5
1218 1971 3
4128 6075 1
433 8226 6
4406 4946 4
878 1862 3
1009 1277 2
157 7570 4
6221 9977 4
323 4639 1
2961 5579 5
3693 7195 6
864 2811 2
86 6010 2
4144 6060 3
1705 8807 3
1825 3734 5
5145 6792 6
1783 9849 3
152 2194 4
5834 7104 3
5595 9257 5
1995 4724 5
3777 9006 3
4970 6488 2
1080 6850 6
7127 7538 1
3776 9578 2
1532 8260 2
4078 9232 1
724 4920 3
2192 5753 2
727 5072 1
4413 5112 5
6775 9421 3
3088 8508 6
3883 5039 6
766 8277 4
3030 6469 4
906 1460 3
5295 7014 3
4482 5422 5
6572 9226 6
5350 5892 3
813 6969 4
5719 9233 5
175 3759 3
1548 3557 6
4206 4380 6
5205 9414 6
1380 1772 5
4885 5572 5
4192 8601 4
4562 8488 5
9586 9768 3
996 8090 5
3859 7191 6
3777 5793 2
7023 7773 5
7361 9686 2
2776 5320 5
2344 6614 5
883 5613 6
486 4892 4
802 4953 4
1427 8575 2
7521 9094 1
1472 3633 3
2778 7478 4
3721 7738 4
1404 7016 5
8079 9619 3
1445 4960 4
5002 6077 4
3844 6005 2
1871 8351 6
5152 5812 3
5555 7408 1
6478 7899 3
1139 8632 6
1851 8541 6
3696 7010 5
1677 7023 6
6166 8723 6
982 7808 1
7012 9667 1
574 7413 6
2945 6170 5
5674 9737 6
6562 6684 5
4019 7856 2
598 5387 3
64 5206 2
6578 7896 6
4659 9676 6
1345 6506 1
4919 8122 5
3062 3777 1
3877 8096 6
6147 6257 6
6902 7219 6
4274 4801 6
1916 6191 5
4026 5782 1
5001 5652 2
3583 4654 1
5892 7903 1
3450 8035 4
1260 6977 1
2728 9415 3
1481 7779 2
4521 5985 6
6128 7974 3
1240 2861 3
2059 4762 5
1781 2726 2
2506 4382 1
2464 5806 2
903 8172 5
6005 7386 1
3769 8573 6
3090 9119 4
2889 7324 4
4861 7762 1
5924 6581 2
212 320 2
8400 8827 1
2738 6326 6
845 7637 5
882 6666 5
4020 9624 4
1912 2691 5
2116 2409 5
8127 8140 1
2853 9337 1
1707 7535 3
8301 9902 4
3181 6566 3
8046 8305 4
2449 5324 1
880 8367 2
1284 7235 6
6736 7356 2
2446 3768 6
2104 9385 2
5030 5631 3
9295 9351 3
3526 8376 5
7796 8161 5
3555 5734 4
5812 6005 4
5390 6860 5
1779 1786 5
1853 5766 1
5539 6662 1
973 3095 3
9382 9961 4
8338 9651 1
7341 8209 4
666 7270 2
312 1472 6
4924 6935 5
1774 6387 1
1628 9243 3
5944 7194 1
4442 8406 6
5505 8541 4
5674 6236 1
7541 9248 4
2196 2764 3
4286 4869 6
2896 7038 5
6968 9353 1
331 5099 6
251 1645 4
3238 4614 5
1239 7537 1
2077 6407 4
1757 8302 4
5212 8358 6
3366 8099 6
2861 4038 6
865 7952 5
1185 8512 1
999 9549 3
7937 8155 5
742 5891 2
631 1915 3
6302 6332 2
4372 4573 6
1414 9433 4
852 4395 1
3672 7142 6
2707 7133 4
789 4512 4
5120 7241 3
6334 6351 2
2388 2505 4
8477 8562 4
6966 9707 2
1489 1748 6
6527 9731 4
2428 6377 1
1308 2446 4
1956 9407 6
5310 8858 3
4467 4962 5
7333 7569 3
192 7711 2
1094 5840 5
6983 7682 6
3549 9684 3
512 3445 1
6926 7422 4
3061 4141 5
5694 8777 3
5 7445 4
8488 9017 5
2722 4969 4
5676 9411 3
7790 8266 4
949 3618 6
4608 8816 5
3223 3799 2
1165 4355 1
6917 8167 6
6974 9803 6
1389 3876 5
5655 8235 5
2611 8698 1
7164 9729 6
4234 5281 4
83 1536 1
6964 7229 6
6705 9002 4
493 3582 6
5493 7662 3
3638 8192 5
2549 8629 3
559 3042 3
1056 6962 6
1085 9191 3
2347 6175 4
1062 6166 6
1083 3691 4
3831 6773 4
2911 4458 6
2186 5119 3
4372 5533 1
1483 5228 4
2845 6989 5
6337 9076 5
6643 7244 2
2044 9558 3
2645 5836 2
947 5838 1
3587 7012 2
5983 6186 2
4492 6320 3
934 4331 3
7219 9790 6
7031 8674 5
1078 3981 4
1603 2257 2
6298 9935 3
1062 5678 6
529 9912 6
1891 6024 1
1756 8642 6
753 9869 5
5012 8877 1
1710 7361 3
597 4317 3
4648 5394 6
5178 5179 3
3450 3802 1
2020 2565 1
1266 8210 5
6787 6909 2
3543 4876 1
2373 7272 6
8059 8086 3
610 9447 3
2833 6501 1
706 1175 2
6580 9778 3
1421 3919 1
7698 7886 2
3841 4760 1
1925 4189 3
2512 5568 4
5488 6269 2
5156 6363 5
7983 9021 1
2735 6842 1
5271 5644 2
4670 5828 6
4263 8779 4
4431 7445 3
575 7526 1
685 4047 4
9028 9262 5
4345 5839 4
4795 7715 3
6931 8143 5
4378 4452 5
2741 8020 5
2252 4737 3
2964 8191 6
1172 6842 4
4117 5925 1
6582 7558 2
2611 8516 1
8976 9674 1
6406 7323 1
1984 9481 2
8114 8666 1
5951 6187 1
3952 4067 1
4672 8322 6
5834 8895 4
6436 7526 2
4103 4135 6
4555 9724 1
3915 9620 3
5348 8588 3
6738 8562 2
2078 6848 1
4607 9316 3
1251 1570 6
5938 8906 6
2194 2317 2
4423 5815 2
652 9963 1
2083 7211 1
1802 5988 4
4399 6684 5
750 9017 6
365 7626 3
7206 9098 4
1283 5990 6
2570 3298 1
4468 6388 6
1508 3519 2
1560 2184 3
6085 6359 3
5837 8396 3
6569 9190 3
5663 6683 6
566 3719 5
4293 8722 5
235 7218 3
5733 8459 4
4637 8830 6
6779 9653 1
1 21
331 3214 10
195 28
856 3364 2
4380 9808 16
3427 7872 17
7592 9273 28
1696 3608 21
6220 6897 8
2580 9288 5
82 5779 19
51 2289 10
1787 8079 21
5930 8997 8
1743 9096 23
3496 5155 9
1793 8036 2
5907 6612 28
3426 9322 16
1255 2068 8
40 223 18
6273 8673 27
6250 6981 18
1392 7556 19
3020 7000 3
667 1987 7
183 2677 11
893 5495 19
8102 9626 2
4368 8753 1
984 3319 12
4437 7798 9
1545 8517 3
138 9954 24
5035 5449 16
3392 5317 27
1630 5616 15
757 3088 2
9100 9374 10
3994 4498 14
7633 8532 28
2262 6675 5
2218 2584 23
3214 6791 22
1113 7361 8
3712 9798 2
1990 5591 18
2622 7859 22
3248 8414 5
6788 9829 11
3152 9130 27
1508 9584 8
3825 7789 20
5780 6412 7
6040 6834 1
1603 4065 8
152 6376 24
2319 4932 15
55 3953 3
2963 3126 19
2628 4461 13
1465 4269 10
4696 7394 9
5367 6586 23
1394 7551 16
1717 6945 27
422 8890 24
6920 7062 4
2821 4860 21
323 8352 18
3787 5598 15
4082 4709 22
3385 7936 8
6153 8127 21
1034 1328 13
664 3288 12
3573 5541 13
1559 8030 1
1875 9185 3
3261 5401 23
3630 8937 18
7553 9510 17
209 9810 24
4097 7405 24
3569 4379 1
1670 6826 17
69 816 19
1624 6735 23
391 6621 17
1871 3655 6
3276 4149 8
7059 7664 26
1336 8868 1
2844 8223 25
287 3813 28
4797 6585 17
4409 4561 28
6520 7088 25
4074 5197 6
2034 2508 22
4494 9396 23
865 7381 5
7788 9629 21
1313 9664 14
1118 4293 20
3659 7643 10
5273 6669 19
1402 1669 25
3770 4319 26
2151 7633 9
231 8550 5
732 1743 20
4381 4815 2
3143 3220 17
4086 5457 1
4177 6165 5
848 5559 17
1193 1741 23
1911 8941 5
1135 6746 24
4434 8555 26
4724 7540 10
2930 7210 2
1161 5901 15
542 6125 22
577 3875 24
2733 6150 24
6265 9445 18
2731 7545 5
8126 9971 5
2056 5581 15
4340 9104 16
274 5592 28
674 2319 11
4330 7809 2
1225 5900 25
342 8540 12
3481 5061 6
5064 6315 18
438 8397 21
6046 9115 13
308 4371 6
783 9364 6
5160 5372 8
563 8086 4
782 9091 3
1836 5415 16
233 6530 3
5215 6882 8
3470 4163 15
6386 7404 7
4081 4311 18
1241 5959 16
1887 6220 25
7014 7101 4
3562 6438 3
1969 8340 24
2868 3516 17
5040 6910 11
572 9246 11
2965 3952 13
1522 6620 27
4804 5319 23
607 5623 19
6980 8077 8
5931 9700 20
527 6713 27
4369 8442 17
4920 5708 13
1655 6992 19
3764 6353 22
1586 5339 7
3534 8435 5
647 3443 8
4249 6695 16
5660 7574 11
1907 2656 12
4038 8638 10
6593 9909 23
1330 7198 1
7150 7977 7
5559 7376 7
7687 8248 21
7496 7579 10
718 2168 14
8687 8996 1
2105 5642 23
6572 9589 10
6161 6644 20
37 4098 22
4388 4537 11
5635 8454 3
709 2192 20
788 9913 15
1596 4649 17
757 5367 10
1842 5840 27
5261 6378 20
293 9
1179 3978 5
1281 5394 4
2207 3481 1
1626 2958 4
4795 5771 3
2031 6099 4
2512 5089 7
520 1342 8
25 8666 7
6569 9655 9
2136 5073 3
5330 8376 3
2348 7211 1
7153 7269 3
5106 7592 4
2538 6155 2
2076 8427 7
0 5084 7
2202 4446 3
6443 7808 7
1349 9557 9
3014 9621 9
1975 7058 3
4709 7609 1
1491 7130 7
6753 7878 7
4455 8185 7
3053 6298 2
7827 8985 1
2388 6757 5
4062 7967 4
2608 3963 2
238 7886 5
3081 5653 7
372 7041 2
210 5702 1
4117 6388 8
2588 3087 2
7544 9736 4
2223 8214 8
2424 5182 8
4490 9759 4
3851 4893 2
2310 7052 5
1846 5048 1
7296 8387 1
7824 7971 4
5568 5688 4
2477 9731 3
836 4049 1
5263 8111 8
3625 4282 4
1132 6867 8
7086 8030 1
6483 8517 7
2116 4177 9
166 4333 4
607 4401 8
691 3551 3
2555 5566 4
819 3646 7
507 2281 7
853 2991 5
2574 7372 2
3317 7685 4
5010 8251 7
1850 2243 3
828 9508 8
212 1561 8
1259 8663 4
4008 6812 6
206 4908 9
6523 7635 5
9149 9903 6
2999 3076 2
7846 8621 2
898 2130 7
2366 8308 3
458 7451 7
4531 5294 8
5727 7027 1
727 2938 6
5970 7347 4
2725 6221 2
635 8166 6
766 5592 3
930 7748 2
7711 9126 4
1972 4198 7
7941 8564 6
6210 7869 8
5365 6849 1
5500 5801 2
6419 7325 5
2204 4369 2
6576 9959 2
5695 7957 8
816 2364 7
6762 7103 9
1848 9951 8
2070 4796 3
1943 2710 9
4123 6669 3
5099 7520 4
5105 6206 6
2175 3152 1
5638 6438 9
2776 9931 7
1202 9699 6
85 3969 1
2499 9961 1
4092 5612 4
3998 8101 6
2637 5170 4
55 3571 9
5740 8776 6
704 5938 8
3343 4540 1
3334 8351 1
2501 7345 8
1874 3925 4
1320 2960 3
5825 8600 2
246 9253 5
2572 8171 3
1916 1982 3
6044 9066 2
667 8588 9
2860 3613 5
3644 9968 7
8357 8529 8
7946 9427 9
3568 5229 2
658 5146 3
2239 3291 7
6691 9175 4
1253 5749 7
5013 5354 1
3046 4987 4
641 3320 7
7679 8694 7
910 3970 6
7696 8285 8
516 3905 1
3022 6174 9
3556 4627 5
3259 8046 1
5567 8597 2
2797 8226 5
